Unilever Closing Prices,15 day Simple Moving Average,50 day simple moving average,10 day Momentum,MA Action,MOM Action
357.54,0,0,0,0,0
356.44,0,0,0,0,0
358.1,0,0,0,0,0
352.03,0,0,0,0,0
353.13,0,0,0,0,0
350.37,0,0,0,0,0
345.96,0,0,0,0,0
352.58,0,0,0,0,0
360.85,0,0,0,0,0
360.85,0,0,0,0,0
359.2,0,0,1.66,0,1
355.89,0,0,-0.55,0,2
352.03,0,0,-6.07,0,2
350.37,0,0,-1.66,0,2
348.16,0,0,-4.97,0,2
341.54,354.2333333,0,-8.83,0,2
352.58,353.1666667,0,6.62,0,1
352.58,352.9093333,0,0,0,0
354.79,352.5413333,0,-6.06,0,2
361.41,352.7253333,0,0.56,0,1
360.85,353.2773333,0,1.65,0,1
361.96,353.976,0,6.07,0,1
361.96,355.0426667,0,9.93,0,1
358.65,355.668,0,8.28,0,1
357.54,355.5213333,0,9.38,0,1
363.61,355.3006667,0,22.07,0,1
369.13,355.5946667,0,16.55,0,1
370.23,356.4773333,0,17.65,0,1
371.34,357.6906667,0,16.55,0,1
374.65,359.0886667,0,13.24,0,1
380.17,360.8546667,0,19.32,0,1
386.24,363.43,0,24.28,0,1
388.99,365.674,0,27.03,0,1
391.75,368.1013333,0,33.1,0,1
391.2,370.5653333,0,33.66,0,1
385.68,372.5513333,0,22.07,0,1
387.89,374.2066667,0,18.76,0,1
387.34,375.9353333,0,17.11,0,1
387.34,377.6273333,0,16,0,1
395.62,379.54,0,20.97,0,1
390.65,382.0786667,0,10.48,0,1
386.24,383.8813333,0,0,0,0
389.55,385.022,0,0.56,0,1
385.68,386.31,0,-6.07,0,2
388.99,387.266,0,-2.21,0,2
385.68,388.222,0,0,0,0
386.79,388.5893333,0,-1.1,0,2
386.79,388.626,0,-0.55,0,2
386.79,388.4793333,0,-0.55,0,2
395.62,388.1486667,0,0,0,0
395.06,388.4433333,369.8264,4.41,1,1
402.24,389.0686667,370.5768,16,1,1
402.24,390.0253333,371.4928,12.69,1,1
403.89,391.0186667,372.3756,18.21,1,1
403.89,392.122,373.4128,14.9,1,1
399.48,392.6733333,374.428,13.8,1,1
396.72,393.262,375.4102,9.93,1,1
387.34,393.9606667,376.4254,0.55,1,1
388.44,393.8133333,377.1206,1.65,1,1
381.27,393.9973333,377.6724,-14.35,1,2
382.93,393.4826667,378.0808,-12.13,1,2
377.41,393.2993333,378.5554,-24.83,1,2
371.34,392.674,378.9858,-30.9,1,2
367.48,391.644,379.372,-36.41,1,2
374.1,390.3566667,379.7142,-29.79,1,2
371.34,388.922,380.233,-28.14,1,2
374.1,387.3406667,380.829,-22.62,1,2
368.03,385.4646667,381.2594,-19.31,1,2
369.13,383.184,381.5684,-19.31,1,2
366.92,380.8666667,381.8552,-14.35,2,2
369.68,378.402,381.9654,-13.25,2,2
368.58,376.4153333,382.142,-8.83,2,2
368.58,374.5393333,382.2744,-2.76,2,2
368.03,373.2886667,382.4068,0.55,2,1
368.03,371.928,382.5944,-6.07,2,2
372.44,371.0453333,382.8042,1.1,2,1
371.89,370.346,382.9808,-2.21,2,2
371.34,369.978,383.036,3.31,2,1
365.82,369.978,383.0582,-3.31,2,2
363.61,369.8673333,382.9478,-3.31,2,2
365.82,369.168,382.727,-3.86,2,2
360.85,368.8,382.44,-7.73,2,2
359.2,367.9166667,381.9322,-9.38,2,2
358.1,367.328,381.3364,-9.93,2,2
355.89,366.5926667,380.6634,-12.14,2,2
357.54,365.8573333,379.9572,-14.9,2,2
361.41,365.048,379.3944,-10.48,2,2
356.99,364.57,378.8648,-14.35,2,2
350.92,363.7973333,378.2578,-14.9,2,2
347.61,362.6566667,377.5294,-16,2,2
347.61,361.2953333,376.5692,-18.21,2,2
341.54,359.64,375.7084,-19.31,2,2
344.85,357.6166667,374.8144,-14.35,2,2
347.61,355.8506667,373.9204,-10.49,2,2
346.51,354.6366667,373.159,-9.38,2,2
343.2,353.4966667,372.3094,-14.34,2,2
347.06,351.9886667,371.4598,-14.35,2,2
345.96,351.0693333,370.6652,-11.03,2,2
345.41,350.1866667,369.8486,-5.51,2,2
350.37,349.3406667,369.021,2.76,2,1
355.61,348.9726667,368.116,8,2,1
358.1,348.844,367.327,16.56,2,1
359.75,348.6233333,366.4442,14.9,2,1
363.06,348.8073333,365.5944,15.45,2,1
363.61,349.6166667,364.7778,17.1,2,1
366.37,350.6833333,363.9722,23.17,2,1
372.99,351.934,363.31,25.93,2,1
366.92,354.0306667,362.8354,20.96,2,1
365.82,355.502,362.427,20.41,2,1
366.92,356.716,361.9746,16.55,2,1
366.37,358.0766667,361.6876,10.76,2,1
366.92,359.6213333,361.3564,8.82,2,1
366.92,360.9453333,361.1466,7.17,2,1
364.72,362.3426667,361.0582,1.66,1,1
366.92,363.63,361.003,3.31,1,1
369.13,364.7333333,360.8594,2.76,1,1
365.27,365.6346667,360.8152,-7.72,1,2
363.61,366.1126667,360.6386,-3.31,1,2
365.27,366.37,360.5502,-0.55,1,2
361.41,366.5173333,360.473,-5.51,1,2
365.27,366.3706667,360.3628,-1.1,1,2
365.82,366.2973333,360.2746,-1.1,1,2
360.85,365.8193333,360.2194,-6.07,1,2
358.1,365.4146667,360.0648,-6.62,1,2
358.65,364.9,359.8662,-8.27,1,2
357.54,364.3486667,359.6786,-11.59,1,2
357.54,363.76,359.3806,-7.73,1,2
357.54,363.1346667,359.0936,-6.07,1,2
358.1,362.5093333,358.8176,-7.17,1,2
359.2,362.068,358.6632,-2.21,1,2
356.99,361.5533333,358.575,-8.28,1,2
354.79,360.744,358.3984,-11.03,1,2
344.85,360.0453333,358.2772,-16,1,2
345.96,358.7946667,357.9902,-12.14,1,2
340.44,357.5073333,357.7474,-18.21,2,2
341.54,356.1093333,357.4384,-16,2,2
339.34,354.5273333,357.1184,-18.2,2,2
339.89,352.762,356.677,-17.65,2,2
339.89,351.3646667,356.335,-18.21,2,2
344.85,350.1506667,356.1144,-14.35,2,2
349.82,349.2306667,356.0592,-7.17,2,2
353.68,348.716,356.1034,-1.11,2,2
353.68,348.4586667,356.3462,8.83,2,1
354.23,348.2013333,356.5228,8.27,2,1
351.75,347.9433333,356.6552,11.31,2,1
351.47,347.4466667,356.76,9.93,2,1
356.99,347.0786667,356.9254,17.65,2,1
368.03,347.2253333,357.124,28.14,2,1
368.03,348.7706667,357.5654,28.14,2,1
368.03,350.242,358.0178,23.18,2,1
375.75,352.0813333,358.371,25.93,2,1
372.44,354.362,358.7738,18.76,2,1
371.34,356.5686667,359.0606,17.66,2,1
372.44,358.6653333,359.2924,18.21,2,1
368.58,360.8353333,359.48,16.83,1,1
365.82,362.4173333,359.5794,14.35,1,1
366.37,363.484,359.5684,9.38,1,1
366.37,364.33,359.436,-1.66,1,2
370.23,365.176,359.425,2.2,1,1
374.65,366.2426667,359.5132,6.62,1,1
377.96,367.7693333,359.6678,2.21,1,1
382.37,369.5353333,359.8996,9.93,1,1
385.13,371.2273333,360.2086,13.79,1,1
390.1,372.3673333,360.5728,17.66,1,1
388.99,373.8386667,361.0804,20.41,1,1
385.13,375.236,361.5218,19.31,1,1
382.37,375.8613333,361.8418,16,1,1
377.41,376.5233333,362.1838,11.04,1,1
379.61,376.928,362.4598,9.38,1,1
382.37,377.406,362.7466,7.72,1,1
385.68,378.3253333,363.1658,7.72,1,1
380.72,379.6493333,363.574,-1.65,1,2
376.3,380.606,363.872,-8.83,1,2
378.51,381.268,364.181,-11.59,1,2
380.72,381.82,364.5892,-8.27,1,2
380.72,382.2246667,365.0306,-4.41,1,2
381.82,382.4086667,365.4942,-0.55,1,2
387.89,382.372,365.9798,10.48,1,1
388.99,382.556,366.5868,9.38,1,1
387.89,382.482,367.2046,5.52,1,1
388.44,382.4086667,367.7784,2.76,1,1
392.86,382.6293333,368.4074,12.14,1,1
392.31,383.3286667,369.1688,16.01,1,1
391.75,384.322,370.118,13.24,1,1
384.58,385.1313333,371.0338,3.86,1,1
379.61,385.2786667,371.9166,-1.11,1,2
382.37,384.874,372.678,0.55,1,1
377.41,384.984,373.5386,-10.48,1,2
372.99,385.058,374.289,-16,1,2
377.96,384.69,374.951,-9.93,1,2
380.72,384.506,375.6132,-7.72,1,2
384.58,384.506,376.2312,-8.28,1,2
393.96,384.69,376.8492,1.65,1,1
397.27,385.0946667,377.6548,5.52,1,1
394.51,385.6466667,378.5156,9.93,1,1
385.13,386.088,379.3708,5.52,1,1
386.79,385.8673333,380.044,4.42,1,1
382.93,385.4626667,380.64,5.52,1,1
383.48,384.8373333,380.938,10.49,1,1
387.89,384.286,381.247,9.93,1,1
386.24,384.5066667,381.6442,5.52,1,1
384.03,384.9486667,381.854,-0.55,1,2
382.37,385.0593333,382.0858,-11.59,1,2
384.03,385.39,382.3064,-13.24,1,2
388.44,386.126,382.5382,-6.07,1,2
380.17,386.8246667,382.9354,-4.96,1,2
370.23,386.788,383.2224,-16.56,1,2
360.85,385.8313333,383.2996,-22.08,1,2
365.82,383.624,383.1892,-17.66,1,2
367.48,381.5273333,383.101,-20.41,2,2
369.68,379.7253333,382.9576,-16.56,2,2
364.72,378.6953333,382.792,-19.31,2,2
360.85,377.224,382.439,-21.52,2,2
366.37,375.752,381.9534,-17.66,2,2
370.23,374.6113333,381.4788,-18.21,2,2
365.82,373.434,381.1036,-14.35,2,2
362.51,372.0726667,380.7174,-7.72,2,2
354.79,370.638,380.3202,-6.06,2,2
344.85,368.7993333,379.8678,-20.97,2,2
343.75,366.1873333,379.1726,-23.73,2,2
342.65,363.208,378.4002,-27.03,2,2
344.3,360.7066667,377.5396,-20.42,2,2
344.3,358.978,376.8112,-16.55,2,2
348.72,357.8746667,376.1712,-17.65,2,2
343.2,356.7346667,375.5754,-27.03,2,2
342.65,355.116,374.825,-23.17,2,2
346.51,353.314,374.0636,-16,2,2
346.51,352.1,373.3574,-8.28,2,2
346.51,351.144,372.5298,1.66,2,1
344.3,349.82,371.6802,0.55,2,1
344.3,348.0913333,370.8084,1.65,2,1
345.96,346.6566667,369.9256,1.66,2,1
352.58,345.5533333,368.9876,8.28,2,1
355.34,345.406,368.193,6.62,2,1
354.79,346.1053333,367.4648,11.59,2,1
349.82,346.8413333,366.869,7.17,2,1
340.99,347.3193333,366.2732,-5.52,2,2
339.34,347.0986667,365.4456,-7.17,2,2
331.61,346.768,364.6842,-14.9,2,2
336.03,345.6273333,363.8566,-8.27,2,2
329.4,345.1493333,363.018,-14.9,2,2
334.92,344.266,361.9916,-11.04,2,2
324.99,343.4933333,360.9984,-27.59,2,2
329.96,342.0586667,359.619,-25.38,2,2
333.82,340.9553333,358.2728,-20.97,2,2
336.03,340.2566667,357.059,-13.79,2,2
334.92,339.7053333,356.077,-6.07,2,2
340.99,338.9693333,355.0396,1.65,2,1
349.82,338.1966667,354.2008,18.21,2,1
357.54,337.8286667,353.5276,21.51,2,1
353.13,338.012,352.9206,23.73,2,1
355.89,338.2326667,352.2584,20.97,2,1
358.65,339.226,351.6956,33.66,2,1
353.13,340.5133333,351.2212,23.17,2,1
354.79,341.948,350.6032,20.97,2,1
355.34,343.1986667,349.9302,19.31,2,1
360.3,344.928,349.4336,25.38,2,1
363.06,346.62,349.235,22.07,2,1
360.3,349.158,349.2792,10.48,2,1
352.58,351.1806667,349.1688,-4.96,1,2
355.34,352.4313333,348.8708,2.21,1,1
358.65,353.7186667,348.584,2.76,1,1
363.06,355.3006667,348.4626,4.41,1,1
365.27,356.772,348.5068,12.14,1,1
363.06,357.802,348.4848,8.27,1,1
364.72,358.17,348.3414,9.38,1,1
361.41,358.9426667,348.3194,1.11,1,1
362.51,359.3106667,348.2974,-0.55,1,2
360.85,359.568,348.4518,0.55,1,1
365.82,360.0826667,348.7718,13.24,1,1
357.54,360.818,349.2132,2.2,1,1
354.79,360.9646667,349.511,-3.86,1,2
353.13,360.5973333,349.7208,-9.93,1,2
353.68,359.9353333,349.8974,-11.59,1,2
351.47,359.494,349.9966,-11.59,1,2
343.2,359.42,350.162,-21.52,1,2
337.68,358.6106667,350.173,-23.73,1,2
344.3,357.2126667,349.9964,-18.21,1,2
352.03,355.962,349.9522,-8.82,1,2
350.37,355.0793333,350.0626,-15.45,1,2
353.13,354.2333333,350.184,-4.41,1,2
353.13,353.4606667,350.3606,-1.66,1,2
358.1,352.9086667,350.504,4.97,1,1
359.75,352.6146667,350.6144,6.07,1,1
357.54,352.5413333,350.7026,6.07,1,1
359.2,351.9893333,350.7576,16,1,1
362.51,352.1,350.9452,24.83,1,1
355.89,352.6146667,351.3756,11.59,1,1
358.65,352.7986667,351.7066,6.62,1,1
358.1,353.13,352.2474,7.73,1,1
358.1,353.572,352.6888,4.97,1,1
360.85,354.5653333,353.2628,7.72,1,1
361.96,356.11,353.7814,3.86,1,1
361.41,357.2873333,354.5208,1.66,1,1
363.06,357.9126667,355.1498,5.52,1,1
371.34,358.7586667,355.7346,12.14,1,1
375.2,359.9726667,356.4408,12.69,1,1
375.2,361.444,357.2464,19.31,1,1
377.41,362.584,357.9306,18.76,1,1
377.96,363.7613333,358.4824,19.86,1,1
380.72,365.1226667,358.8908,22.62,1,1
381.27,366.5573333,359.4426,20.42,1,1
380.72,367.808,359.9502,18.76,1,1
383.48,369.4633333,360.3916,22.07,1,1
384.58,371.1186667,360.9986,21.52,1,1
379.06,372.884,361.5944,7.72,1,1
380.72,374.2813333,362.0688,5.52,1,1
377.96,375.606,362.4772,2.76,1,1
377.96,376.6726667,362.7752,0.55,1,1
377.96,377.776,363.1284,0,1,0
380.17,378.7693333,363.636,-0.55,1,2
379.06,379.358,364.1326,-2.21,1,2
376.86,379.6153333,364.5408,-3.86,1,2
376.86,379.726,364.8168,-6.62,1,2
376.86,379.6893333,365.0486,-7.72,1,2
374.1,379.616,365.3246,-4.96,1,2
375.2,379.1746667,365.5122,-5.52,1,2
371.89,378.77,365.788,-6.07,1,2
368.58,378.1813333,365.9756,-9.38,1,2
376.86,377.188,366.1302,-1.1,1,2
370.79,376.6733333,366.351,-9.38,1,2
368.03,376.122,366.616,-11.03,1,2
365.82,375.276,366.8808,-11.04,1,2
365.27,374.4666667,367.1346,-11.59,1,2
362.51,373.6206667,367.3664,-14.35,1,2
373.55,372.5906667,367.5872,-0.55,1,2
374.65,372.1493333,368.1942,-0.55,1,2
375.2,371.8553333,368.9336,3.31,1,1
373.55,371.7446667,369.5516,4.97,1,1
374.1,371.524,369.982,-2.76,1,2
375.2,371.34,370.4566,4.41,1,1
373.55,371.4133333,370.898,5.52,1,1
374.65,371.3033333,371.3064,8.83,2,1
370.23,371.4873333,371.6374,4.96,2,1
374.65,371.5973333,371.847,12.14,2,1
374.1,371.45,372.1892,0.55,2,1
372.44,371.6706667,372.4872,-2.21,2,2
370.79,371.9646667,372.6858,-4.41,2,2
370.23,372.296,372.9838,-3.32,2,2
368.58,372.6266667,373.2154,-5.52,2,2
380.72,373.0313333,373.425,5.52,2,1
379.61,373.5093333,373.8774,6.06,2,1
393.41,373.84,374.2526,18.76,2,1
391.2,375.054,374.8816,20.97,1,1
392.31,376.2306667,375.4774,17.66,1,1
400.58,377.4446667,376.0624,26.48,1,1
402.24,379.1366667,376.6472,29.8,1,1
404.44,381.0493333,377.188,33.65,1,1
407.2,383.0353333,377.7728,36.97,1,1
406.1,385.5,378.3686,37.52,1,1
401.13,387.5966667,378.9314,20.41,1,1
394.51,389.3986667,379.3396,14.9,1,1
397.82,390.87,379.6044,4.41,1,1
391.75,392.672,379.9464,0.55,1,1
388.99,394.1066667,380.1118,-3.32,1,2
392.86,395.4673333,380.2,-7.72,1,2
391.2,396.2766667,380.476,-11.04,1,2
390.65,397.0493333,380.6856,-13.79,1,2
395.06,396.8653333,380.9394,-12.14,1,2
405.55,397.1226667,381.2814,-0.55,1,2
403.89,398.0053333,381.8332,2.76,1,1
405.55,398.226,382.3076,11.04,1,1
405.55,398.4466667,382.8374,7.73,1,1
406.1,398.5206667,383.4112,14.35,1,1
402.79,398.4473333,383.996,13.8,1,1
412.17,398.2266667,384.5146,19.31,1,1
411.07,398.9626667,385.276,19.87,1,1
417.13,400.0666667,385.9934,26.48,1,1
418.24,401.354,386.8982,23.18,1,1
415.48,403.12,387.8914,9.93,1,1
415.48,404.886,388.6638,11.59,1,1
409.96,406.394,389.5576,4.41,1,1
407.2,407.6446667,390.3962,1.65,1,1
411.07,408.748,391.2238,4.97,1,1
416.58,409.8153333,392.1398,13.79,1,1
420.45,410.5506667,393.2212,8.28,1,1
420.45,411.6546667,394.1592,9.38,1,1
420.45,412.648,395.0752,3.32,1,1
421,413.6413333,395.9802,2.76,1,1
420.45,414.6346667,396.9292,4.97,1,1
419.34,415.812,397.8562,3.86,1,1
422.65,416.29,398.739,12.69,1,1
421.55,417.062,399.721,14.35,1,1
420.45,417.3566667,400.659,9.38,1,1
421.55,417.504,401.6634,4.97,1,1
422.1,417.9086667,402.6014,1.65,1,1
422.1,418.35,403.5614,1.65,1,1
421.55,419.1593333,404.5546,1.1,1,1
418.24,420.116,405.5698,-2.76,1,2
421,420.594,406.53,0.55,1,1
422.1,420.8886667,407.5784,2.76,1,1
422.65,420.9986667,408.406,0,1,0
418.79,421.1453333,409.2668,-2.76,1,2
419.89,421.0346667,409.7744,-0.56,1,2
418.24,420.9606667,410.3482,-3.31,1,2
419.34,420.8133333,410.8668,-2.76,1,2
414.38,420.8133333,411.242,-7.72,1,2
412.72,420.262,411.4848,-8.83,1,2
407.2,419.6733333,411.6504,-11.04,1,2
409.41,418.79,411.6504,-11.59,1,2
411.07,417.9806667,411.7166,-11.03,1,2
408.31,417.2453333,411.9154,-14.34,1,2
408.31,416.326,412.1914,-10.48,1,2
409.96,415.4433333,412.4012,-9.93,1,2
404.44,414.8913333,412.7654,-13.8,1,2
407.75,413.7873333,413.0744,-11.59,1,2
404.44,412.8306667,413.3722,-9.94,2,2
400.03,411.6166667,413.637,-12.69,2,2
395.62,410.366,413.8246,-11.58,2,2
393.96,408.748,413.8358,-15.45,2,2
402.24,407.1293333,413.604,-8.83,2,2
399.48,405.9893333,413.571,-8.83,2,2
402.79,404.996,413.4496,-5.52,2,2
405.55,404.334,413.3944,-4.41,2,2
407.2,404.224,413.3834,2.76,2,1
407.2,404.0766667,413.4716,-0.55,2,2
406.65,403.8186667,413.3722,2.21,2,1
406.65,403.708,413.2838,6.62,2,1
407.75,403.5973333,413.0742,12.13,2,1
415.48,403.45,412.8644,21.52,2,1
418.79,404.186,412.8644,16.55,2,1
423.2,404.922,412.9306,23.72,2,1
427.62,406.1726667,413.1954,24.83,2,1
425.41,408.012,413.6038,19.86,2,1
424.86,409.998,413.8906,17.66,2,1
418.24,412.058,414.0562,11.04,2,1
416.58,413.1246667,414.012,9.93,2,1
410.51,414.2646667,413.9346,3.86,1,1
413.82,414.7793333,413.7358,6.07,1,1
409.41,415.3306667,413.5922,-6.07,1,2
408.31,415.478,413.3714,-10.48,1,2
411.07,415.552,413.1508,-12.13,1,2
411.07,415.8466667,412.9192,-16.55,1,2
414.38,416.1413333,412.7096,-11.03,1,2
409.96,416.5833333,412.5882,-14.9,1,2
408.31,416.2153333,412.3564,-9.93,1,2
410.51,415.5166667,412.0806,-6.07,1,2
409.96,414.6706667,411.8488,-0.55,1,2
410.51,413.4933333,411.617,-3.31,1,2
408.31,412.5,411.4624,-1.1,1,2
409.96,411.3966667,411.2086,1.65,1,1
409.41,410.8446667,410.9658,-1.66,2,2
411.07,410.3666667,410.701,0,2,0
411.62,410.404,410.5466,-2.76,2,2
415.48,410.2573333,410.3812,5.52,2,1
422.1,410.662,410.326,13.79,1,1
422.65,411.5813333,410.3812,12.14,1,1
419.89,412.3533333,410.5466,9.93,1,1
