Unilever Closing Prices,15 day Simple Moving Average,50 day simple moving average,10 day Momentum,MA Action,MOM Action
686.4,667.194,630.7126,10.49,1,1
684.74,670.7993333,632.1362,5.52,1,1
675.91,674.294,633.5046,1.1,1,1
668.19,676.6846667,634.9612,1.66,1,1
665.43,677.494,636.2744,-1.65,1,2
669.29,677.4206667,637.5986,-2.21,1,2
663.77,676.9793333,638.967,-19.32,1,2
662.12,675.9493333,640.4456,-24.28,1,2
656.6,675.1033333,642.0898,-30.9,1,2
655.5,674.4413333,643.5906,-33.1,1,2
655.5,673.6693333,644.981,-30.9,1,2
645.01,672.6026667,646.3052,-39.73,1,2
647.22,670.064,647.2984,-28.69,1,2
656.05,667.452,648.2364,-12.14,1,2
654.95,665.3553333,649.2628,-10.48,1,2
656.05,663.112,650.1568,-13.24,1,2
641.7,661.0886667,651.0396,-22.07,1,2
631.22,658.2193333,651.6354,-30.9,1,2
623.49,655.24,651.9002,-33.11,1,2
615.22,652.26,651.9884,-40.28,1,2
615.22,648.9126667,651.9222,-40.28,2,2
615.22,645.308,651.9774,-29.79,2,2
621.29,642.0713333,651.856,-25.93,2,2
621.84,639.3493333,651.8008,-34.21,2,2
619.63,637.032,651.569,-35.32,2,2
616.87,634.6406667,651.271,-39.18,2,2
619.63,632.0653333,650.9068,-22.07,2,2
623.49,630.3733333,650.5536,-7.73,2,2
620.18,628.7913333,650.3548,-3.31,2,2
617.98,626.4,650.145,2.76,2,1
615.22,623.9353333,649.836,0,2,0
608.05,621.2133333,649.3504,-7.17,2,2
603.63,618.97,648.6994,-17.66,2,2
597.56,617.1306667,648.1476,-24.28,2,2
594.8,615.402,647.4854,-24.83,2,2
597.29,614.0406667,646.6576,-19.58,2,2
597.29,612.8453333,645.957,-22.34,2,2
599.77,611.65,645.2564,-23.72,2,2
600.87,610.2153333,644.4508,-19.31,2,2
600.32,608.8173333,643.3472,-17.66,2,2
599.22,607.53,642.023,-16,2,2
604.18,606.3533333,640.4892,-3.87,2,2
601.98,605.3233333,638.9884,-1.65,2,2
601.42,603.8893333,637.5318,3.86,2,1
609.15,602.6386667,636.2296,14.35,2,1
587.08,602.05,635.071,-10.21,2,2
583.77,600.174,633.3826,-13.52,2,2
571.63,598.5553333,631.3962,-28.14,2,2
559.49,596.422,629.1008,-41.38,2,2
549.56,593.884,626.5406,-50.76,2,2
551.21,590.868,623.7598,-48.01,2,2
557.83,587.796,621.056,-46.35,2,2
567.22,585.1653333,618.5178,-34.76,2,2
565.56,582.9953333,616.344,-35.86,2,2
565.56,580.6413333,614.2914,-43.59,2,2
561.7,578.324,612.294,-25.38,2,2
561.7,575.8226667,610.1422,-22.07,2,2
561.7,572.9906667,608.1008,-9.93,2,2
564.46,570.3053333,606.0924,4.97,2,1
563.35,567.8413333,604.2496,13.79,2,1
560.59,564.788,602.4066,9.38,2,1
566.11,563.022,600.5084,8.28,2,1
566.11,561.8446667,598.9304,-1.11,2,2
571.63,561.4766667,597.3082,6.07,2,1
570.53,562.286,595.6198,4.97,2,1
568.87,563.684,593.9314,7.17,2,1
576.04,564.8613333,592.1878,14.34,2,1
578.25,566.0753333,590.8746,16.55,2,1
571.63,566.8106667,589.8152,7.17,2,1
568.32,567.2153333,588.778,4.97,2,1
572.73,567.3993333,587.84,12.14,2,1
576.59,568.1346667,586.9902,10.48,2,1
575.49,569.1273333,586.2176,9.38,2,1
574.39,570.0466667,585.3016,2.76,2,1
569.97,570.7086667,584.3526,-0.56,2,2
570.53,571.15,583.3594,1.66,2,1
570.53,571.8126667,582.4326,-5.51,2,2
571.08,572.1073333,581.4506,-7.17,2,2
568.87,572.4386667,580.4024,-2.76,2,2
566.66,572.2546667,579.3762,-1.66,2,2
558.94,571.9966667,578.3498,-13.79,2,2
551.77,571.3346667,577.2242,-24.82,2,2
554.52,569.7166667,576.0986,-20.97,2,2
555.08,568.1346667,575.1164,-19.31,2,2
558.39,567.0313333,574.2668,-11.58,2,2
556.73,566.3693333,573.5386,-13.8,2,2
552.87,565.3026667,572.7274,-17.66,2,2
539.07,563.7213333,571.839,-32.01,2,2
525.83,561.2933333,570.625,-43.04,2,2
526.94,558.056,569.1242,-39.72,2,2
529.14,555.1873333,567.6566,-29.8,2,2
533.01,552.428,566.255,-18.76,2,2
523.63,549.9266667,564.8316,-30.89,2,2
522.52,546.7633333,563.2646,-32.56,2,2
525.28,543.6733333,561.6866,-33.11,2,2
525.83,540.9146667,560.0092,-30.9,2,2
529.69,538.7073333,558.7842,-23.18,2,2
535.21,537.2353333,557.7026,-3.86,2,2
536.87,535.948,556.9742,11.04,2,1
538.52,534.734,556.5218,11.58,2,1
541.83,533.4093333,556.301,12.69,2,1
545.14,532.416,556.1134,12.13,2,1
542.94,531.9006667,555.8596,19.31,2,1
537.97,532.1586667,555.374,15.45,2,1
530.25,532.968,554.8222,4.97,2,1
529.69,533.1886667,554.116,3.86,2,1
530.8,533.2253333,553.4758,1.11,2,1
524.73,533.078,552.8578,-10.48,2,2
532.45,533.1513333,552.1184,-4.42,2,2
538.52,533.8133333,551.4782,0,2,0
544.04,534.696,550.9816,2.21,2,1
555.08,535.91,550.6506,9.94,2,1
565.56,537.6026667,550.43,22.62,2,1
584.32,539.626,550.419,46.35,2,1
578.8,542.7893333,550.6728,48.55,2,1
582.66,545.4746667,550.8382,52.97,2,1
584.87,548.1966667,551.114,54.07,2,1
590.39,550.8453333,551.2906,65.66,2,1
594.8,554.0086667,551.5334,62.35,1,1
592.04,557.7973333,551.9968,53.52,1,1
593.15,561.9166667,552.4712,49.11,1,1
593.15,566.1473333,552.8796,38.07,1,1
604.73,570.304,553.2108,39.17,1,1
602.53,575.6373333,553.7956,18.21,1,1
601.98,580.3093333,554.3584,23.18,1,1
594.8,584.54,554.9986,12.14,1,1
591.49,587.924,555.484,6.62,1,1
587.63,590.3513333,555.9032,-2.76,1,2
587.63,591.8226667,556.2342,-7.17,1,2
585.42,592.0433333,556.6094,-6.62,1,2
583.77,592.4846667,556.9846,-9.38,1,2
576.59,592.5586667,557.4812,-16.56,1,2
582.11,592.0066667,557.9776,-22.62,1,2
578.25,591.4546667,558.5294,-24.28,1,2
578.8,590.3513333,558.9928,-23.18,1,2
584.32,589.4686667,559.401,-10.48,1,2
589.84,588.88,559.9528,-1.65,1,2
588.18,588.6593333,560.6922,0.55,1,1
599.77,587.556,561.6744,12.14,1,1
595.91,587.372,563.1532,10.49,1,1
593.15,586.9673333,564.5326,9.38,1,1
595.35,586.8573333,565.8128,18.76,1,1
589.84,587.1146667,567.0596,7.73,1,1
590.39,587.262,568.3838,12.14,1,1
583.22,587.446,569.7412,4.42,1,1
576.59,587.2993333,570.9,-7.73,1,2
583.77,586.8206667,571.9152,-6.07,1,2
586.53,587.2993333,572.9968,-1.65,1,2
586.53,587.594,574.0232,-13.24,1,2
583.22,588.146,575.0164,-12.69,1,2
580.46,588.4406667,575.9104,-12.69,1,2
579.35,588.1833333,576.683,-16,1,2
584.32,587.484,577.3672,-5.52,1,2
593.7,587.2266667,578.1948,3.31,1,1
603.63,586.822,579.3094,20.41,1,1
615.22,587.3366667,580.777,38.63,1,1
617.98,588.808,582.4876,34.21,1,1
617.98,590.3166667,584.2312,31.45,1,1
624.6,592.1926667,586.0962,38.07,1,1
634.53,594.4733333,587.9392,51.31,1,1
638.39,597.894,589.8594,57.93,1,1
636.19,602.014,591.7464,56.84,1,1
634.53,605.5086667,593.3686,50.21,1,1
629.56,608.7086667,594.748,35.86,1,1
629.56,611.5773333,595.6528,25.93,1,1
635.08,614.6666667,596.668,19.86,1,1
643.36,618.308,597.7164,25.38,1,1
644.46,622.5753333,598.8862,26.48,1,1
631.77,626.5846667,599.9676,7.17,1,1
620.74,629.1226667,600.707,-13.79,1,2
608.05,630.2633333,601.281,-30.34,1,2
612.46,629.7853333,601.579,-23.73,1,2
621.84,629.4173333,601.9652,-12.69,1,2
623.49,629.6746667,602.3074,-6.07,1,2
608.6,629.6006667,602.7266,-20.96,1,2
599.22,627.872,602.859,-35.86,1,2
609.7,625.2606667,602.9474,-33.66,1,2
612.46,623.4946667,603.3116,-32,1,2
615.22,622.0233333,603.8082,-16.55,1,2
618.53,621.0673333,604.36,-2.21,1,2
610.25,620.332,605.0222,2.2,1,1
601.42,618.6766667,605.5518,-11.04,1,2
602.53,615.8806667,606.0484,-19.31,1,2
604.73,613.0853333,606.4568,-18.76,1,2
608.05,611.2826667,606.9864,-0.55,1,2
618.53,610.4366667,607.5714,19.31,1,1
618.53,611.1353333,608.2556,8.83,1,1
627.36,611.54,608.8294,14.9,1,1
642.25,611.908,609.613,27.03,1,1
640.05,613.1586667,610.4626,21.52,1,1
645.57,615.2553333,611.3454,35.32,1,1
646.67,618.3453333,612.3938,45.25,1,1
643.36,620.81,613.4202,40.83,1,1
647.77,622.87,614.4906,43.04,1,1
646.12,625.04,615.6382,38.07,1,1
651.08,626.8793333,616.8962,32.55,1,1
647.77,629.6013333,618.386,29.24,1,1
644.46,632.6913333,619.666,17.1,1,1
639.5,635.4866667,620.8246,-2.75,1,2
643.91,637.8046667,621.884,3.86,1,1
646.67,640.1953333,623.0978,1.1,1,1
654.95,642.0713333,624.422,8.28,1,1
654.95,644.4993333,625.934,11.59,1,1
659.08,646.3386667,627.3466,11.31,1,1
667.08,647.4606667,628.6542,20.96,1,1
670.4,649.2626667,629.9232,19.32,1,1
670.4,650.918,631.0268,22.63,1,1
670.4,652.5,632.0752,25.94,1,1
669.29,654.3026667,633.1236,29.79,1,1
663.77,655.7373333,634.0174,19.86,1,1
663.77,656.914,634.6022,17.1,1,1
663.77,657.76,635.1098,8.82,1,1
661.57,658.8266667,635.6614,6.62,1,1
658.81,659.9673333,636.2022,-0.27,1,2
664.88,661.2546667,636.7872,-2.2,1,2
669.84,662.6526667,637.4936,-0.56,1,2
661.02,664.1973333,638.1888,-9.38,1,2
648.88,664.602,638.542,-21.52,1,2
643.36,664.1973333,638.6304,-25.93,1,2
641.15,663.1493333,638.8622,-22.62,1,2
642.81,661.4206667,639.2704,-20.96,1,2
648.32,659.5813333,639.9656,-15.45,1,2
659.91,658.1093333,640.6828,-1.66,1,2
666.53,657.41,641.4442,7.72,1,1
661.02,657.226,642.305,-3.86,1,2
656.6,657.0426667,643.3534,-13.24,1,2
658.26,656.5646667,644.501,-2.76,1,2
654.95,656.1973333,645.4722,6.07,1,1
658.26,655.756,646.322,14.9,1,1
658.81,655.7193333,647.1828,17.66,1,1
661.02,655.3146667,647.9884,18.21,1,1
670.95,654.7266667,649.0038,22.63,1,1
672.05,655.3886667,650.3944,12.14,1,1
682.53,656.9333333,651.7848,16,1,1
677.02,659.5446667,653.3408,16,1,1
680.33,661.936,654.7202,23.73,1,1
672.05,664.4373333,655.9562,13.79,1,1
675.36,666.0193333,657.0266,20.41,1,1
680.33,667.0493333,657.9866,22.07,1,1
677.02,667.9693333,658.7482,18.21,1,1
671.5,669.036,659.4876,10.48,1,1
669.84,670.0293333,660.0062,-1.11,1,2
668.74,670.8013333,660.4696,-3.31,1,2
675.36,671.7206667,660.9772,-7.17,1,2
676.46,672.8606667,661.529,-0.56,1,2
665.43,674.0373333,662.1358,-14.9,1,2
661.57,674.3313333,662.4228,-10.48,1,2
641.15,673.706,662.6988,-34.21,1,2
634.53,671.646,662.6326,-45.8,1,2
619.08,668.446,662.5332,-57.94,1,2
623.49,664.5833333,662.0366,-48.01,1,2
633.98,660.794,661.573,-35.86,2,2
618.53,658.256,661.1536,-50.21,2,2
614.11,654.4673333,660.4252,-61.25,2,2
614.11,650.0526667,659.5258,-62.35,2,2
610.25,645.8586667,658.4664,-55.18,2,2
617.43,641.7753333,657.2634,-44.14,2,2
611.36,638.2813333,656.204,-29.79,2,2
600.6,634.456,655.0232,-33.93,2,2
601.42,629.472,653.6494,-17.66,2,2
597.01,624.4693333,652.4024,-26.48,2,2
601.98,619.908,651.0672,-32,2,2
598.67,615.9353333,649.8314,-19.86,2,2
593.15,613.1033333,648.5734,-20.96,2,2
596.46,610.3446667,647.2602,-17.65,2,2
583.77,608.8366667,645.8918,-26.48,2,2
582.66,606.1886667,644.1704,-34.77,2,2
588.18,602.7673333,642.6032,-23.18,2,2
581.01,600.744,641.3892,-19.59,2,2
576.59,598.5373333,640.1422,-24.83,2,2
577.7,596.036,638.851,-19.31,2,2
564.46,593.866,637.5488,-37.52,2,2
567.22,590.3346667,635.8716,-31.45,2,2
561.15,587.392,634.0178,-32,2,2
558.94,584.762,631.9102,-37.52,2,2
558.94,581.93,629.8686,-24.83,2,2
558.94,579.392,627.9154,-23.72,2,2
563.9,576.5226667,625.929,-24.28,2,2
564.46,574.2046667,624.108,-16.55,2,2
562.8,572.292,622.232,-13.79,2,2
563.35,570.048,620.3118,-14.35,2,2
567.22,568.6866667,618.3584,2.76,2,1
577.15,567.6573333,616.2838,9.93,2,1
580.46,566.922,614.3858,19.31,2,1
580.46,566.8853333,612.3444,21.52,2,1
592.04,567.1433333,610.4132,33.1,2,1
583.77,568.0993333,608.6474,24.83,2,1
575.49,569.3866667,606.8818,11.59,2,1
581.01,569.938,604.8844,16.55,2,1
582.39,571.262,602.898,19.59,2,1
597.01,572.8253333,601.0054,33.66,2,1
593.15,575.3633333,599.5156,25.93,2,1
601.42,577.644,597.9818,24.27,2,1
601.98,580.1453333,596.6354,21.52,2,1
596.46,582.6466667,595.1678,16,2,1
591.77,584.8906667,593.5678,-0.27,2,2
591.77,586.7853333,592.0946,8,2,1
588.73,588.422,590.6986,13.24,2,1
578.8,589.194,589.6502,-2.21,2,2
588.18,589.0833333,588.5356,5.79,1,1
592.6,589.598,587.9176,-4.41,1,2
592.6,589.6353333,587.2998,-0.55,1,2
593.7,590.224,586.4722,-7.72,1,2
592.6,591.438,585.9756,-9.38,1,2
595.91,592.2106667,585.5454,-0.55,1,2
564.46,593.112,585.1814,-27.31,1,2
563.9,590.942,584.2656,-27.87,1,2
560.04,588.992,583.195,-28.69,1,2
552.87,586.2333333,582.1686,-25.93,1,2
561.15,582.9593333,581.214,-27.03,1,2
557.28,580.6053333,580.4086,-35.32,1,2
552.32,578.306,579.614,-40.28,2,2
551.77,575.676,578.6208,-41.93,2,2
545.7,573.212,577.6828,-46.9,2,2
549.01,571.0053333,576.7338,-46.9,2,2
553.42,568.394,575.7848,-11.04,2,2
553.42,565.782,575.1778,-10.48,2,2
557.28,563.17,574.593,-2.76,2,2
549.01,560.742,573.975,-3.86,2,2
553.97,557.836,573.335,-7.18,2,2
550.11,555.04,572.8826,-7.17,2,2
537.97,554.0833333,572.3308,-14.35,2,2
545.14,552.3546667,571.801,-6.63,2,2
556.18,551.3613333,571.3594,10.48,2,1
554.52,551.582,571.26,5.51,2,1
553.97,551.14,571.1716,0.55,2,1
551.77,550.9193333,571.0722,-1.65,2,2
557.28,550.8826667,570.9288,0,2,0
557.28,551.25,570.7964,8.27,2,1
555.08,552.022,570.6528,1.11,2,1
552.87,552.4266667,570.4984,2.76,2,1
544.04,552.39,570.2888,6.07,2,1
538.52,551.7646667,569.8252,-6.62,2,2
536.87,550.514,569.0526,-19.31,2,2
536.87,549.7046667,568.1808,-17.65,2,2
529.14,548.5646667,567.309,-24.83,2,2
530.8,547.1666667,566.051,-20.97,2,2
532.45,546.6886667,564.9916,-24.83,2,2
535.21,545.8426667,564.1308,-22.07,2,2
532.45,544.4446667,563.2148,-22.63,2,2
535.21,542.9733333,562.216,-17.66,2,2
534.11,541.7226667,560.98,-9.93,2,2
535.76,540.5453333,559.7992,-2.76,2,2
539.07,539.1106667,558.486,2.2,2,1
546.25,537.8966667,557.2278,9.38,2,1
546.25,537.308,556.2236,17.11,2,1
553.97,536.8666667,555.3132,23.17,2,1
547.9,537.5286667,554.5572,15.45,2,1
546.25,538.154,553.7406,11.04,2,1
550.11,538.7793333,553.0896,17.66,2,1
557.28,539.662,552.3282,22.07,2,1
554.52,541.538,551.6218,20.41,2,1
556.73,543.1193333,550.8602,20.97,2,1
561.15,544.738,550.1208,22.08,2,1
561.7,546.4673333,549.4918,15.45,2,1
561.15,548.4173333,548.8076,14.9,2,1
557.28,550.1466667,548.7414,3.31,1,1
560.04,551.6913333,548.609,12.14,1,1
555.63,553.31,548.609,9.38,1,1
557.83,554.414,548.6642,7.72,1,1
557.28,555.186,548.5978,0,1,0
564.46,555.9213333,548.5978,9.94,1,1
577.15,556.6206667,548.8406,20.42,1,1
578.25,558.5706667,549.3482,17.1,1,1
578.8,560.704,549.9992,17.1,1,1
588.73,562.6166667,550.595,27.58,1,1
596.46,564.7133333,551.3012,39.18,1,1
586.53,567.5093333,552.162,26.49,1,1
582.66,569.496,552.747,27.03,1,1
574.94,570.93,553.42,17.11,1,1
605.29,571.8126667,553.8394,48.01,1,1
610.8,574.7553333,554.943,46.34,1,1
621.29,578.3233333,556.3996,44.14,1,1
623.49,582.4066667,557.9226,45.24,1,1
617.98,586.9306667,559.2688,39.18,1,1
622.94,590.9406667,560.538,34.21,1,1
621.29,595.318,561.9174,24.83,1,1
618.53,599.1066667,563.3078,32,1,1
624.05,601.8653333,564.5328,41.39,1,1
628.46,604.9186667,565.8682,53.52,1,1
645.01,608.2293333,567.3358,39.72,1,1
645.01,611.9813333,569.1786,34.21,1,1
632.32,615.218,571.198,11.03,1,1
633.98,618.2706667,573.074,10.49,1,1
629.56,621.692,575.0162,11.58,1,1
635.08,625.3333333,576.87,12.14,1,1
641.7,627.3193333,578.9888,20.41,1,1
637.84,629.3793333,581.2068,19.31,1,1
638.39,630.4826667,583.3146,14.34,1,1
640.05,631.476,585.3782,11.59,1,1
642.81,632.9473333,587.5302,-2.2,1,2
632.32,634.272,589.6822,-12.69,1,2
630.12,635.0073333,591.6464,-2.2,1,2
616.87,635.78,593.5336,-17.11,1,2
618.53,635.3013333,595.0896,-11.03,1,2
620.74,634.6393333,596.5352,-14.34,1,2
618.53,633.0213333,598.025,-23.17,1,2
608.05,631.256,599.3162,-29.79,1,2
606.39,629.638,600.5192,-32,1,2
605.29,627.7986667,601.722,-34.76,1,2
606.94,626.1806667,602.8256,-35.87,1,2
601.42,624.3046667,603.8188,-30.9,1,2
608.05,621.6193333,604.7568,-22.07,1,2
611.91,619.6333333,605.7832,-4.96,1,2
615.77,617.868,606.7984,-2.76,1,2
620.18,616.2493333,607.8798,-0.56,1,2
613.56,614.7406667,609.0604,-4.97,1,2
620.74,613.49,610.186,12.69,1,1
611.91,612.8646667,611.4,5.52,1,1
609.15,612.534,612.5256,3.86,1,1
604.18,611.9086667,613.552,-2.76,2,2
611.91,610.8046667,614.49,10.49,2,1
619.08,610.3633333,615.439,11.03,2,1
623.49,611.0986667,616.2776,11.58,2,1
633.43,612.2386667,617.1824,17.66,2,1
631.22,614.1146667,618.275,11.04,2,1
638.39,615.7333333,619.1248,24.83,2,1
636.74,618.198,619.9634,16,2,1
627.36,620.1106667,620.9676,15.45,2,1
629.01,621.1406667,621.8616,19.86,2,1
624.6,622.0233333,622.943,20.42,2,1
624.6,622.318,623.3292,12.69,2,1
615.77,623.054,623.6052,-3.31,2,2
615.77,622.7226667,623.4948,-7.72,2,2
617.43,622.98,623.3404,-16,2,2
625.15,623.532,623.3294,-6.07,1,2
627.91,624.93,623.3736,-10.48,1,2
630.12,625.9966667,623.506,-6.62,1,2
622.39,626.7326667,623.7378,-4.97,1,2
626.25,626.6593333,623.7046,-2.76,1,2
624.05,626.1806667,623.6604,-0.55,1,2
622.94,625.7026667,623.2412,-1.66,1,2
620.74,624.6726667,622.7998,4.97,1,1
625.7,623.606,622.5682,9.93,1,1